,question,answer,context,answer_start,title
4867,chỉ tiêu tốt nhấ đạt được là khi nào?,T7/2022,"hiện tại tình hình của chỉ tiêu Phản ánh về SME - Dịch vụ BHXH của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2022 đạt được KPI là: 14.0 pa/10k kh/ ngày được đánh giá là Không đạt
T2/2022 đạt được KPI là: 14.6 pa/10k kh/ ngày được đánh giá là Không đạt
T3/2022 đạt được KPI là: 13.7 pa/10k kh/ ngày được đánh giá là Không đạt
T4/2022 đạt được KPI là: 11.9 pa/10k kh/ ngày được đánh giá là Không đạt
T5/2022 đạt được KPI là: 11.5 pa/10k kh/ ngày được đánh giá là Không đạt
T6/2022 đạt được KPI là: 6.7 pa/10k kh/ ngày được đánh giá là Không đạt
T7/2022 đạt được KPI là: 2.7 pa/10k kh/ ngày được đánh giá là Đạt",622,viewStat
4868,có mấy lần đạt?,0 lần,hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH GPON của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 0 lần. ,165,viewStat
4869,có mấy lần không đạt?,0 lần. ,hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH GPON của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 0 lần. ,187,viewStat
4870,chỉ tiêu của đơn vị nào?,VTT,hiện tại tình hình của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH GPON của tổng công ty VTT trong 2022 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 0 lần. ,117,viewStat
4871,thÁNG 9 năm 2021 đạt được kết quả bao nhiêu?,94.0%,"hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 1 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T9/2021 đạt được KPI là: 94.0% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 99.5% được đánh giá là Đạt",258,viewStat
4872,tháng 9 2021 có được đánh giá là đạt không??,Không đạt,"hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 1 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T9/2021 đạt được KPI là: 94.0% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 99.5% được đánh giá là Đạt",281,viewStat
4873,tháng nào kết quả quả trên 95%,T9/2020,"hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 1 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T9/2021 đạt được KPI là: 94.0% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 99.5% được đánh giá là Đạt",291,viewStat
4874,khi nào có kết quả trên 99%,T9/2020,"hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 1 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T9/2021 đạt được KPI là: 94.0% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 99.5% được đánh giá là Đạt",291,viewStat
4875,có tháng nào không đạt?,T9/2021,"hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 1 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T9/2021 đạt được KPI là: 94.0% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 99.5% được đánh giá là Đạt",233,viewStat
4876,có tháng nào đạt?,T9/2020,"hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST của tháng 9 trong 2 năm gần nhất được đánh giá đạt được bao gồm 1 lần và không đạt là 1 lần. Cụ thể ta có thể nhìn thấy:
T9/2021 đạt được KPI là: 94.0% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 99.5% được đánh giá là Đạt",291,viewStat
4877,có mấy lần đạt?,1 lần đạt,"Vào thời điểm hiện tại, chỉ số Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát của tổng công ty VTPOST trong tháng 5 của 2 năm gần nhất đã được đánh giá và có 1 lần đạt và 1 lần không đạt. ",167,viewStat
4878,có mấy lần không đạt?,1 lần không đạt. ,"Vào thời điểm hiện tại, chỉ số Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát của tổng công ty VTPOST trong tháng 5 của 2 năm gần nhất đã được đánh giá và có 1 lần đạt và 1 lần không đạt. ",180,viewStat
4879,kết qủa của tổng công ty nào?,VTPOST,"Vào thời điểm hiện tại, chỉ số Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát của tổng công ty VTPOST trong tháng 5 của 2 năm gần nhất đã được đánh giá và có 1 lần đạt và 1 lần không đạt. ",104,viewStat
4880,có mấy lần không đạt?,0 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của tổng công ty VTPOST của tháng 3 trong 1 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 1 lần. ,180,viewStat
4881,có mấy lần không đạt?,1 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của tổng công ty VTPOST của tháng 3 trong 1 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 1 lần. ,202,viewStat
4882,chỉ tiêu của tct nào?,VTPOST,hiện tại tình hình của chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát của tổng công ty VTPOST của tháng 3 trong 1 năm gần nhất được đánh giá đạt được bao gồm 0 lần và không đạt là 1 lần. ,109,viewStat
4883,"tình hình chỉ tiêu của tháng 8,2022",T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt,"hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 93.4% được đánh giá là Đạt
T2/2020 đạt được KPI là: 81.7% được đánh giá là Không đạt
T3/2020 đạt được KPI là: 87.8% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 91.0% được đánh giá là Đạt
T5/2020 đạt được KPI là: 86.0% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 97.7% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 90.6% được đánh giá là Đạt
T8/2020 đạt được KPI là: 80.8% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt",618,viewStat
4884,tháng 9 2020 có tốt không,Đạt,"hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 93.4% được đánh giá là Đạt
T2/2020 đạt được KPI là: 81.7% được đánh giá là Không đạt
T3/2020 đạt được KPI là: 87.8% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 91.0% được đánh giá là Đạt
T5/2020 đạt được KPI là: 86.0% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 97.7% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 90.6% được đánh giá là Đạt
T8/2020 đạt được KPI là: 80.8% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt",556,viewStat
4885,kết quả thực hiện chỉ tiêu của t7 2020 có vượt mục tiêu không?,Không đạt,"hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 93.4% được đánh giá là Đạt
T2/2020 đạt được KPI là: 81.7% được đánh giá là Không đạt
T3/2020 đạt được KPI là: 87.8% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 91.0% được đánh giá là Đạt
T5/2020 đạt được KPI là: 86.0% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 97.7% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 90.6% được đánh giá là Đạt
T8/2020 đạt được KPI là: 80.8% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt",608,viewStat
4886,"8,2020 có vượt kế hoach không?",6 lần.,"hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 93.4% được đánh giá là Đạt
T2/2020 đạt được KPI là: 81.7% được đánh giá là Không đạt
T3/2020 đạt được KPI là: 87.8% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 91.0% được đánh giá là Đạt
T5/2020 đạt được KPI là: 86.0% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 97.7% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 90.6% được đánh giá là Đạt
T8/2020 đạt được KPI là: 80.8% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt",137,viewStat
4887,có mấy lần hoàn thành mục tiêu,3 lần,"hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 93.4% được đánh giá là Đạt
T2/2020 đạt được KPI là: 81.7% được đánh giá là Không đạt
T3/2020 đạt được KPI là: 87.8% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 91.0% được đánh giá là Đạt
T5/2020 đạt được KPI là: 86.0% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 97.7% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 90.6% được đánh giá là Đạt
T8/2020 đạt được KPI là: 80.8% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt",115,viewStat
4888,có mấy lần k vượt mục tiêu,6 lần,"hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong 2020 đạt được đánh giá là đạt bao gồm 3 lần và không đạt là 6 lần. Cụ thể ta có thể nhìn thấy:
T1/2020 đạt được KPI là: 93.4% được đánh giá là Đạt
T2/2020 đạt được KPI là: 81.7% được đánh giá là Không đạt
T3/2020 đạt được KPI là: 87.8% được đánh giá là Không đạt
T4/2020 đạt được KPI là: 91.0% được đánh giá là Đạt
T5/2020 đạt được KPI là: 86.0% được đánh giá là Không đạt
T6/2020 đạt được KPI là: 97.7% được đánh giá là Không đạt
T7/2020 đạt được KPI là: 90.6% được đánh giá là Đạt
T8/2020 đạt được KPI là: 80.8% được đánh giá là Không đạt
T9/2020 đạt được KPI là: 84.0% được đánh giá là Không đạt",137,viewStat
4889,có mấy lần hoàn thành chỉ tiêu,0 lần,"Vào thời điểm hiện tại, chỉ số Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME của tổng công ty VTT trong tháng 5 của 4 năm gần nhất đã được đánh giá và có 0 lần đạt và 4 lần không đạt. ",172,viewStat
4890,có mấy lần thất bạn trong việc hoàn thành chỉ tiêu?,4 lần,"Vào thời điểm hiện tại, chỉ số Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME của tổng công ty VTT trong tháng 5 của 4 năm gần nhất đã được đánh giá và có 0 lần đạt và 4 lần không đạt. ",185,viewStat
4891,chỉ tiêu của tổng công ty nào?,tổng công ty VTT,"Vào thời điểm hiện tại, chỉ số Mức độ hài lòng của khách hàng về dịch vụ - Mức độ hài lòng SME của tổng công ty VTT trong tháng 5 của 4 năm gần nhất đã được đánh giá và có 0 lần đạt và 4 lần không đạt. ",99,viewStat
4892,bao nhiêu lần hoàn thành mục tiêu,0 lần,hiện tại tình hình của chỉ tiêu Nhóm dịch vụ viễn thông cố định của tổng công ty VTT trong năm 2022 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. ,133,viewStat
